3300
112038
0    2    4
2140    69    11
2141    13    17
2142    76    5
2143    69    3
2144    56    8
2145    27    7
2146    83    1
2147    95    19
2148    17    13
2149    74    8
2150    1    3
2151    79    18
2152    92    11
2153    95    4
2154    89    2
2155    51    14
2156    39    19
2157    28    16
2158    92    12
2159    100    13
2160    14    10
2161    5    20
2162    36    19
2163    61    6
2164    72    19
2165    89    15
2166    22    10
2167    31    14
2168    5    9
2169    62    19
2170    78    5
2171    43    12
2172    35    8
2173    43    7
2174    38    4
2175    23    1
2176    82    18
2177    29    15
2178    29    10
2179    76    19
2180    6    12
2181    52    19
2182    26    14
2183    17    6
2184    22    5
2185    46    11
2186    4    19
2187    94    7
2188    61    19
2189    77    6
2190    10    17
2191    10    12
2192    96    4
2193    90    13
2194    12    3
2195    35    18
2196    10    2
2197    23    20
2198    56    5
2199    56    20
2200    88    2
2201    91    12
2202    31    19
2203    49    19
2204    91    16
2205    33    6
2206    7    8
2207    42    15
2208    45    9
2209    78    3
2210    56    20
2211    9    2
2212    30    7
2213    61    17
2214    47    11
2215    35    4
2216    5    4
2217    37    14
2218    44    1
2219    57    2
2220    48    17
2221    1    20
2222    64    15
2223    43    2
2224    71    17
2225    46    20
2226    96    5
2227    71    15
2228    71    3
2229    97    2
2230    29    14
2231    57    12
2232    95    8
2233    31    17
2234    66    7
2235    48    1
2236    91    11
2237    68    11
2238    4    1
2239    76    3
2240    5    18
2241    49    17
2242    63    2
2243    51    9
2244    77    8
2245    51    7
2246    61    15
2247    36    11
2248    74    6
2249    22    9
2250    53    3
2251    49    9
2252    56    15
2253    60    17
2254    30    1
2255    23    15
2256    43    1
2257    68    17
2258    75    14
2259    51    9
2260    46    3
2261    86    17
2262    13    15
2263    84    13
2264    100    1
2265    11    1
2266    59    13
2267    10    17
2268    33    6
2269    37    14
2270    78    5
2271    4    10
2272    47    8
2273    78    14
2274    47    19
2275    15    19
2276    58    13
2277    19    6
2278    65    17
2279    17    7
2280    36    4
2281    50    17
2282    60    19
2283    16    15
2284    16    8
2285    9    14
2286    25    16
2287    80    14
2288    97    15
2289    60    11
2290    30    13
2291    99    7
2292    56    3
2293    41    13
2294    37    9
2295    56    13
2296    57    10
2297    40    18
2298    58    10
2299    81    3
2300    33    19
2301    11    16
2302    28    1
2303    33    10
2304    63    9
2305    52    14
2306    56    4
2307    72    4
2308    71    4
2309    87    3
2310    80    17
2311    83    5
2312    81    7
2313    58    19
2314    54    13
2315    16    10
2316    68    15
2317    49    20
2318    50    5
2319    56    20
2320    31    9
2321    45    6
2322    53    16
2323    82    7
2324    54    19
2325    33    13
2326    76    13
2327    71    12
2328    23    9
2329    21    8
2330    34    7
2331    74    2
2332    58    7
2333    44    16
2334    76    13
2335    46    10
2336    23    8
2337    81    9
2338    71    15
2339    12    12
2340    51    13
2341    94    15
2342    58    20
2343    37    13
2344    76    1
2345    35    4
2346    44    5
2347    14    8
2348    47    8
2349    52    2
2350    37    9
2351    6    8
2352    84    14
2353    60    20
2354    6    20
2355    79    17
2356    19    13
2357    6    13
2358    2    10
2359    44    6
2360    17    16
2361    14    15
2362    67    18
2363    60    9
2364    65    18
2365    24    18
2366    40    3
2367    54    14
2368    24    1
2369    86    6
2370    75    9
2371    94    5
2372    91    10
2373    74    17
2374    34    14
2375    16    9
2376    54    14
2377    56    13
2378    68    9
2379    55    12
2380    63    16
2381    70    15
2382    64    16
2383    55    8
2384    39    15
2385    17    4
2386    57    12
2387    49    1
2388    7    4
2389    48    15
2390    36    13
2391    14    6
2392    95    10
2393    76    9
2394    18    6
2395    84    17
2396    38    5
2397    37    15
2398    62    12
2399    66    17
2400    78    14
2401    19    12
2402    27    3
2403    64    11
2404    76    1
2405    15    7
2406    43    16
2407    93    1
2408    13    13
2409    12    11
2410    74    18
2411    21    7
2412    19    18
2413    16    17
2414    99    19
2415    74    6
2416    22    18
2417    30    20
2418    26    17
2419    19    2
2420    79    16
2421    21    15
2422    1    13
2423    81    3
2424    63    19
2425    65    10
2426    55    2
2427    94    12
2428    54    12
2429    52    15
2430    52    17
2431    75    13
2432    18    12
2433    13    11
2434    66    9
2435    16    19
2436    64    19
2437    63    7
2438    78    12
2439    66    6
2440    24    16
2441    91    10
2442    67    18
2443    100    15
2444    33    18
2445    58    19
2446    58    17
2447    88    8
2448    69    11
2449    56    13
2450    34    5
2451    91    12
2452    77    9
2453    2    4
2454    86    7
2455    68    4
2456    100    3
2457    98    12
2458    96    9
2459    100    20
2460    16    8
2461    74    19
2462    42    20
2463    92    17
2464    71    20
2465    50    6
2466    37    12
2467    72    18
2468    19    20
2469    7    10
2470    97    12
2471    51    13
2472    14    3
2473    100    13
2474    64    16
2475    14    17
2476    18    14
2477    47    8
2478    1    10
2479    2    3
2480    54    3
2481    8    19
2482    20    6
2483    64    5
2484    7    11
2485    22    15
2486    87    6
2487    37    14
2488    25    6
2489    40    2
2490    10    12
2491    73    18
2492    65    6
2493    65    9
2494    45    5
2495    94    9
2496    9    13
2497    96    19
2498    57    9
2499    21    14
2500    49    8
2501    50    7
2502    2    11
2503    67    12
2504    79    2
2505    15    2
2506    20    7
2507    90    14
2508    53    5
2509    44    4
2510    46    10
2511    50    2
2512    72    9
2513    49    15
2514    46    20
2515    84    9
2516    46    3
2517    76    12
2518    77    5
2519    53    13
2520    39    10
2521    54    1
2522    13    18
2523    45    5
2524    78    13
2525    37    6
2526    28    16
2527    3    16
2528    78    12
2529    75    10
2530    16    8
2531    48    14
2532    16    9
2533    63    10
2534    51    4
2535    77    6
2536    53    4
2537    89    13
2538    11    19
2539    86    20
2540    92    8
2541    77    12
2542    47    13
2543    73    8
2544    14    15
2545    55    9
2546    46    7
2547    25    14
2548    82    2
2549    18    10
2550    71    8
2551    44    3
2552    36    12
2553    27    12
2554    73    13
2555    50    9
2556    28    10
2557    64    19
2558    79    15
2559    55    14
2560    22    15
2561    41    18
2562    65    4
2563    15    16
2564    39    9
2565    50    8
2566    91    17
2567    6    2
2568    95    3
2569    18    12
2570    40    6
2571    60    18
2572    20    14
2573    54    9
2574    21    4
2575    94    19
2576    35    8
2577    100    7
2578    84    10
2579    58    3
2580    40    10
2581    7    3
2582    37    11
2583    9    9
2584    8    18
2585    97    2
2586    100    10
2587    19    18
2588    31    6
2589    50    16
2590    18    6
2591    38    8
2592    24    1
2593    84    10
2594    69    1
2595    78    3
2596    25    11
2597    64    1
2598    29    6
2599    60    12
2600    33    14
2601    9    5
2602    54    18
2603    51    14
2604    81    4
2605    93    2
2606    70    10
2607    88    4
2608    31    17
2609    25    9
2610    79    11
2611    44    8
2612    35    19
2613    65    13
2614    19    12
2615    75    17
2616    100    16
2617    7    11
2618    71    18
2619    61    14
2620    87    18
2621    31    14
2622    65    2
2623    76    19
2624    21    16
2625    62    20
2626    26    8
2627    75    3
2628    47    18
2629    90    17
2630    61    12
2631    86    4
2632    9    6
2633    56    12
2634    65    8
2635    77    12
2636    25    5
2637    94    8
2638    66    20
2639    19    1
2640    19    19
2641    33    7
2642    64    1
2643    12    17
2644    75    10
2645    81    13
2646    17    16
2647    67    1
2648    81    10
2649    64    14
2650    39    7
2651    92    16
2652    74    13
2653    36    3
2654    98    7
2655    36    11
2656    39    3
2657    70    2
2658    20    4
2659    90    18
2660    41    4
2661    21    7
2662    90    6
2663    74    7
2664    61    17
2665    85    6
2666    9    13
2667    40    13
2668    21    5
2669    57    11
2670    96    17
2671    36    18
2672    43    9
2673    14    19
2674    100    20
2675    14    14
2676    77    16
2677    52    4
2678    42    10
2679    84    1
2680    97    20
2681    9    15
2682    72    13
2683    54    2
2684    69    8
2685    28    17
2686    100    15
2687    94    15
2688    59    11
2689    91    14
2690    71    20
2691    19    5
2692    83    13
2693    3    17
2694    34    20
2695    99    8
2696    81    10
2697    58    5
2698    64    18
2699    40    2
2700    18    19
2701    32    15
2702    18    11
2703    61    19
2704    88    10
2705    63    8
2706    13    7
2707    99    19
2708    46    13
2709    90    11
2710    60    2
2711    10    10
2712    66    10
2713    43    14
2714    98    20
2715    3    4
2716    71    6
2717    35    1
2718    37    6
2719    45    4
2720    84    7
2721    73    1
2722    26    2
2723    18    20
2724    69    15
2725    86    16
2726    62    1
2727    3    6
2728    48    19
2729    74    18
2730    86    17
2731    36    3
2732    43    2
2733    88    15
2734    4    7
2735    84    1
2736    35    4
2737    38    8
2738    79    8
2739    32    15
2740    91    2
2741    43    19
2742    83    1
2743    82    2
2744    24    19
2745    6    2
2746    72    16
2747    90    11
2748    55    11
2749    96    5
2750    7    15
2751    57    12
2752    37    10
2753    71    14
2754    51    6
2755    36    18
2756    21    20
2757    51    2
2758    99    14
2759    66    3
2760    73    2
2761    51    16
2762    33    7
2763    6    4
2764    90    2
2765    4    14
2766    83    2
2767    8    16
2768    4    3
2769    63    20
2770    98    18
2771    91    8
2772    68    1
2773    20    11
2774    29    1
2775    46    11
2776    72    4
2777    29    14
2778    46    9
2779    6    2
2780    75    5
2781    83    6
2782    9    9
2783    10    8
2784    80    6
2785    65    11
2786    56    13
2787    86    16
2788    6    6
2789    40    6
2790    55    4
2791    73    5
2792    54    1
2793    68    3
2794    7    7
2795    92    2
2796    86    12
2797    56    15
2798    40    3
2799    33    1
2800    87    6
2801    74    7
2802    32    16
2803    89    14
2804    64    15
2805    10    4
2806    74    1
2807    52    17
2808    97    2
2809    94    19
2810    51    8
2811    69    11
2812    30    2
2813    50    4
2814    13    18
2815    31    18
2816    98    8
2817    88    16
2818    19    6
2819    78    19
2820    1    18
2821    78    14
2822    46    11
2823    59    2
2824    33    6
2825    22    14
2826    53    12
2827    57    14
2828    58    3
2829    2    6
2830    31    7
2831    72    6
2832    41    5
2833    91    1
2834    68    8
2835    36    8
2836    56    2
2837    49    13
2838    37    12
2839    95    20
2840    89    6
2841    78    9
2842    8    8
2843    60    12
2844    12    6
2845    8    18
2846    86    15
2847    12    8
2848    80    3
2849    71    15
2850    78    7
2851    70    17
2852    73    18
2853    94    20
2854    82    1
2855    11    16
2856    72    1
2857    22    20
2858    61    13
2859    61    15
2860    75    13
2861    74    15
2862    1    9
2863    36    1
2864    49    5
2865    59    15
2866    10    4
2867    7    8
2868    77    15
2869    61    17
2870    19    3
2871    2    12
2872    54    17
2873    96    8
2874    55    1
2875    99    18
2876    13    20
2877    76    18
2878    86    10
2879    85    6
2880    90    9
2881    2    11
2882    60    8
2883    58    18
2884    86    2
2885    21    15
2886    33    13
2887    38    17
2888    51    14
2889    69    9
2890    16    1
2891    26    13
2892    9    10
2893    22    8
2894    44    3
2895    37    15
2896    87    17
2897    72    11
2898    38    7
2899    36    4
2900    62    9
2901    82    2
2902    81    10
2903    30    8
2904    96    5
2905    18    19
2906    97    12
2907    7    6
2908    59    19
2909    8    6
2910    52    1
2911    39    14
2912    41    9
2913    48    19
2914    39    1
2915    83    7
2916    29    17
2917    6    18
2918    87    6
2919    37    10
2920    24    1
2921    85    1
2922    58    4
2923    75    3
2924    57    19
2925    3    20
2926    77    1
2927    98    3
2928    58    8
2929    100    1
2930    33    3
2931    93    4
2932    9    15
2933    52    3
2934    3    6
2935    83    19
2936    2    10
2937    99    10
2938    16    20
2939    72    13
2940    1    12
2941    75    5
2942    6    17
2943    58    4
2944    6    9
2945    87    16
2946    32    2
2947    79    4
2948    85    1
2949    93    8
2950    95    4
2951    72    17
2952    70    5
2953    29    6
2954    52    20
2955    30    12
2956    63    2
2957    13    8
2958    92    9
2959    26    19
2960    61    7
2961    85    19
2962    53    16
2963    35    16
2964    37    4
2965    86    18
2966    1    15
2967    26    14
2968    41    7
2969    60    7
2970    60    9
2971    75    9
2972    14    17
2973    58    1
2974    13    11
2975    78    13
2976    87    19
2977    83    17
2978    2    13
2979    8    5
2980    71    12
2981    53    3
2982    14    12
2983    69    10
2984    88    6
2985    32    19
2986    22    15
2987    82    5
2988    8    7
2989    75    10
2990    5    14
2991    66    19
2992    15    17
2993    2    17
2994    15    15
2995    66    17
2996    61    3
2997    39    6
2998    8    6
2999    87    14
3000    82    5
3001    31    10
3002    83    20
3003    9    9
3004    91    4
3005    59    14
3006    53    16
3007    22    15
3008    62    3
3009    20    17
3010    42    20
3011    8    10
3012    69    11
3013    52    17
3014    32    12
3015    19    12
3016    76    14
3017    46    9
3018    22    4
3019    3    3
3020    74    11
3021    98    2
3022    55    15
3023    61    2
3024    82    18
3025    33    15
3026    48    12
3027    34    2
3028    74    3
3029    26    12
3030    6    9
3031    79    17
3032    31    7
3033    13    3
3034    60    19
3035    9    1
3036    65    4
3037    17    3
3038    77    1
3039    49    18
3040    8    4
3041    77    6
3042    52    16
3043    27    10
3044    15    14
3045    79    14
3046    68    19
3047    64    1
3048    13    20
3049    2    8
3050    2    9
3051    89    6
3052    56    18
3053    3    16
3054    24    15
3055    89    17
3056    53    7
3057    25    13
3058    65    6
3059    17    17
3060    17    8
3061    54    20
3062    79    17
3063    95    4
3064    12    16
3065    1    6
3066    7    16
3067    58    7
3068    98    6
3069    10    2
3070    34    19
3071    25    19
3072    82    14
3073    88    9
3074    100    12
3075    9    19
3076    48    10
3077    75    7
3078    46    18
3079    48    17
3080    70    13
3081    69    17
3082    76    5
3083    8    18
3084    74    17
3085    32    11
3086    95    11
3087    26    12
3088    13    15
3089    4    18
3090    42    1
3091    97    14
3092    35    2
3093    14    10
3094    19    6
3095    8    12
3096    34    13
3097    74    18
3098    98    20
3099    67    15
3100    21    13
3101    21    17
3102    20    10
3103    22    12
3104    14    17
3105    96    1
3106    45    20
3107    49    11
3108    42    15
3109    17    7
3110    10    17
3111    6    2
3112    91    18
3113    98    18
3114    67    10
3115    8    2
3116    6    7
3117    85    15
3118    60    6
3119    87    13
3120    98    18
3121    24    15
3122    84    12
3123    71    1
3124    26    5
3125    96    2
3126    89    4
3127    80    18
3128    28    20
3129    67    9
3130    39    11
3131    85    6
3132    40    3
3133    45    11
3134    57    5
3135    82    3
3136    81    3
3137    33    20
3138    67    1
3139    52    18
3140    82    12
3141    88    14
3142    60    1
3143    87    18
3144    70    6
3145    62    15
3146    15    8
3147    13    19
3148    66    9
3149    42    20
3150    37    17
3151    65    1
3152    18    3
3153    22    9
3154    46    9
3155    67    20
3156    32    15
3157    39    19
3158    91    11
3159    4    17
3160    83    9
3161    69    6
3162    16    14
3163    35    10
3164    100    19
3165    70    5
3166    22    19
3167    67    12
3168    66    2
3169    54    7
3170    54    14
3171    35    2
3172    7    11
3173    22    6
3174    9    18
3175    20    2
3176    9    9
3177    21    11
3178    59    4
3179    3    11
3180    59    19
3181    23    1
3182    66    17
3183    35    16
3184    29    19
3185    10    5
3186    14    19
3187    7    7
3188    12    11
3189    44    3
3190    15    16
3191    2    8
3192    15    14
3193    100    8
3194    19    11
3195    58    6
3196    82    8
3197    75    10
3198    1    18
3199    37    4
3200    48    17
3201    24    8
3202    9    8
3203    13    15
3204    14    15
3205    74    11
3206    100    14
3207    50    17
3208    4    15
3209    33    19
3210    13    11
3211    78    3
3212    60    20
3213    42    15
3214    69    9
3215    99    15
3216    10    3
3217    90    12
3218    38    9
3219    30    12
3220    38    2
3221    16    14
3222    46    16
3223    15    15
3224    54    12
3225    73    6
3226    58    20
3227    76    5
3228    84    4
3229    49    1
3230    11    10
3231    7    10
3232    39    11
3233    9    5
3234    5    5
3235    95    17
3236    31    6
3237    23    14
3238    98    12
3239    82    16
3240    6    7
3241    18    18
3242    83    6
3243    68    19
3244    99    20
3245    17    12
3246    76    14
3247    80    19
3248    9    6
3249    87    5
3250    51    16
3251    64    3
3252    6    2
3253    87    3
3254    68    8
3255    5    4
3256    47    20
3257    33    7
3258    75    5
3259    69    19
3260    61    7
3261    31    11
3262    91    5
3263    70    1
3264    85    17
3265    58    4
3266    22    11
3267    85    14
3268    89    4
3269    75    1
3270    55    19
3271    24    9
3272    94    7
3273    31    14
3274    25    14
3275    87    17
3276    65    13
3277    7    11
3278    59    1
3279    71    7
3280    69    13
3281    34    16
3282    21    4
3283    21    9
3284    23    19
3285    43    16
3286    22    2
3287    50    3
3288    72    17
3289    55    16
3290    36    14
3291    66    13
3292    55    9
3293    24    10
3294    56    17
3295    16    9
3296    42    17
3297    75    7
3298    20    17
3299    77    4
